speaker,label,vowel,NC,voicing,nas_prop
S20,v__a_nt_@___N_B07/s,a,nt,voiceless,0.47873972645073043
S20,z__E_nd_@___N_B12/s,e,nd,voiced,0.18765135092510693
S20,z__E_nt_a___N_B09/s,e,nt,voiceless,0.5913851899145988
S20,z__O_nd_@___N_B24/s,o,nd,voiced,0.30509773425102227
S20,z__O_nt_@___N_B07/s,o,nt,voiceless,0.24099036767583215
S20,z__a_nd_@___N_B10/s,a,nd,voiced,0.47732901039480014
S20,z__a_nt_@___N_B12/s,a,nt,voiceless,0.7463794457816346
S21,b__U_nd_@___N_B22/s,u,nd,voiced,0.49078549687139256
S21,b__U_nt_@___N_B23/s,u,nt,voiceless,0.4814907722027419
S21,b__a_nd_@___N_B07/s,a,nd,voiced,0.36845457086819744
S21,b__a_nt_@___N_B24/s,a,nt,voiceless,0.49846315200541574
S21,f__I_nd_@___N_B10/s,i,nd,voiced,0.83411905971992
S21,f__I_nt_@___N_B22/s,i,nt,voiceless,0.8261612741127923
S21,l__I_nd_@___N_B08/s,i,nd,voiced,0.13576063547102407
S21,p__E_nt_____N_B22/s,e,nt,voiceless,0.43868984938093847
S21,p__a_nd_a___N_B23/s,a,nd,voiced,0.14658566228551012
S21,p__a_nt_6___N_B10/s,a,nt,voiceless,0.44520986235315013
S21,r__E_nd_6___N_B23/s,e,nd,voiced,0.8166300055002712
S21,r__E_nt_@___N_B12/s,e,nt,voiceless,0.7110224226540143
S21,r__I_nt_____N_B22/s,i,nt,voiceless,0.837090454576312
S21,r__a_nt_@___N_B10/s,a,nt,voiceless,0.3863792218207003
S21,v__I_nd_@___N_B11/s,i,nd,voiced,0.8065595690746828
S21,v__I_nt_6___N_B24/s,i,nt,voiceless,0.9276539204579787
S21,v__a_nt_@___N_B19/s,a,nt,voiceless,0.39069645851206675
S21,z__E_nd_@___N_B08/s,e,nd,voiced,0.9375140930279473
S21,z__E_nt_a___N_B11/s,e,nt,voiceless,0.8317165623783411
S21,z__O_nd_@___N_B21/s,o,nd,voiced,0.4149571353352797
S21,z__O_nt_@___N_B19/s,o,nt,voiceless,0.8876087317894064
S21,z__a_nd_@___N_B10/s,a,nd,voiced,0.882950359064494
S21,z__a_nt_@___N_B29/s,a,nt,voiceless,0.9474692668246144
S22,b__U_nd_@___N_B09/s,u,nd,voiced,0.4507501843148043
S22,b__U_nt_@___N_B10/s,u,nt,voiceless,0.365720483952898
S22,b__a_nd_@___N_B12/s,a,nd,voiced,0.09575079102809589
S22,b__a_nt_@___N_B11/s,a,nt,voiceless,0.6445856837254155
S22,f__I_nt_@___N_B09/s,i,nt,voiceless,0.2806292906193366
S22,p__E_nt_____N_B09/s,e,nt,voiceless,0.2865883702943009
S22,p__a_nd_a___N_B10/s,a,nd,voiced,0.06675717747166654
S22,p__a_nt_6___N_B21/s,a,nt,voiceless,0.24971881603644178
S22,v__I_nd_@___N_B22/s,i,nd,voiced,0.16195163395181852
S22,v__I_nt_6___N_B11/s,i,nt,voiceless,0.4032476373933875
S22,v__a_nt_@___N_B24/s,a,nt,voiceless,0.40181077814446603
S22,z__E_nt_a___N_B22/s,e,nt,voiceless,0.3344192860481966
S22,z__O_nd_@___N_B08/s,o,nd,voiced,0.8094142617776215
S22,z__O_nt_@___N_B24/s,o,nt,voiceless,0.8597553989259641
S22,z__a_nd_@___N_B21/s,a,nd,voiced,0.20113626738624651
S22,z__a_nt_@___N_B19/s,a,nt,voiceless,0.676339802533273
S23,b__U_nd_@___N_B22/s,u,nd,voiced,0.35253923594947595
S23,b__U_nt_@___N_B24/s,u,nt,voiceless,0.09961204509298363
S23,b__a_nd_@___N_B26/s,a,nd,voiced,0.25152749106470124
S23,b__a_nt_@___N_B10/s,a,nt,voiceless,0.3546965594166008
S23,f__I_nt_@___N_B22/s,i,nt,voiceless,0.1488161443055165
S23,l__I_nd_@___N_B08/s,i,nd,voiced,0.03078814407482054
S23,p__E_nt_____N_B22/s,e,nt,voiceless,0.1282656280761781
S23,p__a_nd_a___N_B24/s,a,nd,voiced,0.3227701024537779
S23,r__E_nd_6___N_B24/s,e,nd,voiced,0.6076642153756899
S23,r__I_nt_____N_B22/s,i,nt,voiceless,0.00851669183660981
S23,r__a_nt_@___N_B25/s,a,nt,voiceless,0.35108390478662155
S23,v__I_nd_@___N_B07/s,i,nd,voiced,0.11163437911474886
S23,v__I_nt_6___N_B10/s,i,nt,voiceless,0.2747267685582419
S23,v__a_nt_@___N_B13_(FiAk)/s,a,nt,voiceless,0.33284870831992436
S23,z__E_nd_@___N_B08/s,e,nd,voiced,0.4465014386025059
S23,z__E_nt_a___N_B07/s,e,nt,voiceless,0.4260558777586889
S23,z__O_nd_@___N_B11/s,o,nd,voiced,0.45276733038181866
S23,z__O_nd_@___N_B12/s,o,nd,voiced,0.39510899702985636
S23,z__O_nt_@___N_B13_(FiAk)/s,o,nt,voiceless,0.5844659330679095
S23,z__a_nd_@___N_B25/s,a,nd,voiced,0.5611592745324905
S23,z__a_nt_@___N_B08/s,a,nt,voiceless,0.6300116878935197
S24,?__E_nd_@___N_B08/s,e,nd,voiced,0.12489594420765113
S24,?__E_nt_@___N_B07/s,e,nt,voiceless,0.1841445699686009
S24,b__U_nd_@___N_B09/s,u,nd,voiced,0.4841506291809246
S24,b__a_nd_@___N_B12/s,a,nd,voiced,0.1608001048679444
S24,b__a_nt_@___N_B11/s,a,nt,voiceless,0.3171612198686041
S24,f__I_nd_@___N_B22/s,i,nd,voiced,0.6703012531990676
S24,f__I_nt_@___N_B09/s,i,nt,voiceless,0.522880969007007
S24,p__E_nt_____N_B09/s,e,nt,voiceless,0.15403663078506788
S24,p__a_nd_a___N_B10/s,a,nd,voiced,0.37544398667667367
S24,p__a_nt_6___N_B22/s,a,nt,voiceless,0.45547833444424
S24,r__E_nd_6___N_B10/s,e,nd,voiced,0.1616688333546097
S24,r__E_nt_@___N_B24/s,e,nt,voiceless,0.8275601653077095
S24,r__I_nt_____N_B09/s,i,nt,voiceless,0.26429647177391896
S24,v__I_nd_@___N_B23/s,i,nd,voiced,0.5407501013763457
S24,v__I_nt_6___N_B11/s,i,nt,voiceless,0.22438535537014803
S24,v__a_nt_@___N_B26/s,a,nt,voiceless,0.36098448322655846
S24,z__E_nd_@___N_B20/s,e,nd,voiced,0.2998509783821161
S24,z__E_nt_a___N_B23/s,e,nt,voiceless,0.2086806252083532
S24,z__O_nd_@___N_B08/s,o,nd,voiced,0.35457002028749945
S24,z__O_nt_@___N_B26/s,o,nt,voiceless,0.6155816757022164
S24,z__a_nd_@___N_B22/s,a,nd,voiced,0.42096776307408557
S24,z__a_nt_@___N_B20/s,a,nt,voiceless,0.55161924891617
S25,?__E_nd_@___N_B12/s,e,nd,voiced,0.5313081217514692
S25,?__E_nt_@___N_B20/s,e,nt,voiceless,0.3467670442962891
S25,b__U_nd_@___N_B21/s,u,nd,voiced,0.23882267390522766
S25,b__U_nt_@___N_B23/s,u,nt,voiceless,0.30497555726507514
S25,b__a_nd_@___N_B25/s,a,nd,voiced,0.01487234070904548
S25,b__a_nt_@___N_B11/s,a,nt,voiceless,0.30564085693351367
S25,f__I_nt_@___N_B21/s,i,nt,voiceless,0.9989422507441841
S25,l__I_nd_@___N_B08/s,i,nd,voiced,0.7170370992072644
S25,l__I_nd_@___N_B09/s,i,nd,voiced,0.8535632009778752
S25,p__E_nt_____N_B21/s,e,nt,voiceless,0.872379719876678
S25,p__a_nd_a___N_B23/s,a,nd,voiced,0.35313969189231176
S25,p__a_nt_6___N_B24/s,a,nt,voiceless,0.45234645403175283
S25,r__E_nt_@___N_B10/s,e,nt,voiceless,0.7663389550536236
S25,r__I_nt_____N_B21/s,i,nt,voiceless,0.5506844229128663
S25,r__a_nt_@___N_B24/s,a,nt,voiceless,0.6879989670159435
S25,v__I_nt_6___N_B11/s,i,nt,voiceless,0.7249883169548448
S25,v__a_nt_@___N_B13/s,a,nt,voiceless,0.38380678302182486
S25,z__E_nd_@___N_B08/s,e,nd,voiced,0.3707280981422038
S25,z__E_nd_@___N_B09/s,e,nd,voiced,0.5309587901224715
S25,z__E_nt_a___N_B07/s,e,nt,voiceless,0.6346978040685766
S25,z__O_nd_@___N_B12/s,o,nd,voiced,0.362651473189405
S25,z__O_nt_@___N_B13/s,o,nt,voiceless,0.7281445936987031
S25,z__a_nd_@___N_B24/s,a,nd,voiced,0.29805007522711036
S25,z__a_nt_@___N_B08/s,a,nt,voiceless,0.5441191080416045
S25,z__a_nt_@___N_B09/s,a,nt,voiceless,0.4095418658658528
S26,b__U_nd_@___N_B24/s,u,nd,voiced,0.5095321525220288
S26,b__U_nt_@___N_B25/s,u,nt,voiceless,0.7369684565431535
S26,b__a_nd_@___N_B08/s,a,nd,voiced,0.42385751993245174
S26,b__a_nd_@___N_B14/s,a,nd,voiced,0.32372885214758496
S26,b__a_nt_@___N_B26/s,a,nt,voiceless,0.20969004866031718
S26,f__I_nd_@___N_B11/s,i,nd,voiced,0.18093316590028613
S26,l__I_nd_@___N_B09/s,i,nd,voiced,0.06362542040586865
S26,p__E_nt_____N_B29/s,e,nt,voiceless,0.3487512382417654
S26,p__E_nt_____N_B30/s,e,nt,voiceless,0.40673797471419443
S26,p__a_nd_a___N_B25/s,a,nd,voiced,0.7251887817363604
S26,p__a_nt_6___N_B11/s,a,nt,voiceless,0.7113118084981884
S26,r__E_nd_6___N_B25/s,e,nd,voiced,0.98656084775151
S26,r__a_nt_@___N_B11/s,a,nt,voiceless,0.9405305450334931
S26,v__I_nd_@___N_B12/s,i,nd,voiced,0.22068238147521518
S26,v__I_nt_6___N_B26/s,i,nt,voiceless,0.5998007511268622
S26,v__a_nt_@___N_B21/s,a,nt,voiceless,0.734192862620707
S26,z__E_nd_@___N_B09/s,e,nd,voiced,0.2539203410188271
S26,z__E_nt_a___N_B12/s,e,nt,voiceless,0.5353496737534548
S26,z__O_nd_@___N_B23/s,o,nd,voiced,0.44141382245218047
S26,z__O_nt_@___N_B21/s,o,nt,voiceless,0.5243831084811463
S26,z__a_nd_@___N_B11/s,a,nd,voiced,0.5243953270230501
S26,z__a_nt_@___N_B09/s,a,nt,voiceless,0.5069855029791241
S27,b__U_nd_@___N_B23/s,u,nd,voiced,0.3063871405486741
S27,b__U_nt_@___N_B22/s,u,nt,voiceless,0.5725055968020745
S27,b__a_nd_@___N_B20/s,a,nd,voiced,0.332657999328438
S27,b__a_nt_@___N_B21/s,a,nt,voiceless,0.5811776040315265
S27,f__I_nd_@___N_B10/s,i,nd,voiced,0.05468250936903501
S27,l__I_nd_@___N_B12/s,i,nd,voiced,0.4192465426331092
S27,p__E_nt_____N_B23/s,e,nt,voiceless,0.5354766733275603
S27,p__a_nd_a___N_B22/s,a,nd,voiced,0.37303279199587813
S27,p__a_nt_6___N_B10/s,a,nt,voiceless,0.4848402899452741
S27,r__E_nd_6___N_B22/s,e,nd,voiced,0.40259124841704746
S27,r__E_nt_@___N_B08/s,e,nt,voiceless,0.6498053703803152
S27,r__I_nt_____N_B23/s,i,nt,voiceless,0.840224185080167
S27,r__a_nt_@___N_B10/s,a,nt,voiceless,0.663894135420359
S27,v__I_nd_@___N_B09/s,i,nd,voiced,0.43696264240083754
S27,v__I_nt_6___N_B21/s,i,nt,voiceless,0.6416583137884319
S27,v__a_nt_@___N_B07/s,a,nt,voiceless,0.6494532294075616
S27,v__a_nt_@___N_B13/s,a,nt,voiceless,0.3891931463834476
S27,z__E_nd_@___N_B12/s,e,nd,voiced,0.6853637516398583
S27,z__E_nt_a___N_B09/s,e,nt,voiceless,0.49883991470284855
S27,z__O_nd_@___N_B24/s,o,nd,voiced,0.45149759516966836
S27,z__O_nt_@___N_B07/s,o,nt,voiceless,0.3825467965528777
S27,z__O_nt_@___N_B13/s,o,nt,voiceless,0.547490071224789
S27,z__a_nd_@___N_B10/s,a,nd,voiced,0.7102641716192023
S27,z__a_nt_@___N_B12/s,a,nt,voiceless,0.6095082034306464
S28,b__U_nd_@___N_B07/s,u,nd,voiced,0.20608039949518364
S28,b__U_nt_@___N_B24/s,u,nt,voiceless,0.2858796442718572
S28,b__a_nt_@___N_B08/s,a,nt,voiceless,0.47904254601426405
S28,f__I_nd_@___N_B10/s,i,nd,voiced,0.5874026256993811
S28,p__E_nt_____N_B07/s,e,nt,voiceless,0.2893450854711545
S28,p__a_nd_a___N_B24/s,a,nd,voiced,0.31369734375940445
S28,p__a_nt_6___N_B10/s,a,nt,voiceless,0.42552169514048743
S28,r__E_nd_6___N_B24/s,e,nd,voiced,0.4044588763816218
S28,r__E_nt_@___N_B11/s,e,nt,voiceless,0.19352870130268562
S28,r__I_nt_____N_B07/s,i,nt,voiceless,0.6077635586919099
S28,r__a_nt_@___N_B10/s,a,nt,voiceless,0.4172433352429685
S28,v__I_nt_6___N_B08/s,i,nt,voiceless,0.8108757847866467
S28,v__a_nt_@___N_B22/s,a,nt,voiceless,0.4400319532311024
S28,z__E_nt_a___N_B19/s,e,nt,voiceless,0.5206254560286215
S28,z__O_nd_@___N_B21/s,o,nd,voiced,0.4165228104120268
S28,z__O_nt_@___N_B22/s,o,nt,voiceless,0.6055332638679634
S28,z__a_nd_@___N_B10/s,a,nd,voiced,0.5129773503196109
S28,z__a_nt_@___N_B09/s,a,nt,voiceless,0.3882168863443958
S29,b__U_nd_@___N_B22/s,u,nd,voiced,0.43550074637814457
S29,b__U_nt_@___N_B23/s,u,nt,voiceless,0.3112454812801079
S29,b__a_nd_@___N_B07/s,a,nd,voiced,0.2780835690940639
S29,b__a_nt_@___N_B24/s,a,nt,voiceless,0.0923460470699608
S29,f__I_nd_@___N_B10/s,i,nd,voiced,0.13778576571333068
S29,f__I_nt_@___N_B22/s,i,nt,voiceless,0.3057238227021301
S29,l__I_nd_@___N_B08/s,i,nd,voiced,0.07225672793972458
S29,p__E_nt_____N_B22/s,e,nt,voiceless,0.14833425478091958
S29,p__a_nd_a___N_B23/s,a,nd,voiced,0.1575021817551058
S29,p__a_nt_6___N_B10/s,a,nt,voiceless,0.18420247609399895
S29,r__E_nt_@___N_B12/s,e,nt,voiceless,0.271016996989897
S29,r__I_nt_____N_B22/s,i,nt,voiceless,0.24539971852504028
S29,r__a_nt_@___N_B10/s,a,nt,voiceless,0.09503118945144373
S29,v__I_nt_6___N_B24/s,i,nt,voiceless,0.2768066315779496
S29,v__a_nt_@___N_B19/s,a,nt,voiceless,0.195936055270097
S29,z__E_nd_@___N_B08/s,e,nd,voiced,0.5294971337583864
S29,z__E_nt_a___N_B11/s,e,nt,voiceless,0.21627754205458638
S29,z__O_nd_@___N_B21/s,o,nd,voiced,0.360783902398171
S29,z__O_nt_@___N_B19/s,o,nt,voiceless,0.7445234461266348
S29,z__a_nd_@___N_B10/s,a,nd,voiced,0.2768641259434588
S29,z__a_nt_@___N_B08/s,a,nt,voiceless,0.4248517881163763
S31,?__E_nt_@___N_B13/s,e,nt,voiceless,0.2985527989189282
S31,b__U_nd_@___N_B08/s,u,nd,voiced,0.31183822743719725
S31,b__U_nt_@___N_B25/s,u,nt,voiceless,0.14699651246132395
S31,b__a_nd_@___N_B24/s,a,nd,voiced,0.13580202814146866
S31,b__a_nt_@___N_B09/s,a,nt,voiceless,0.27643673397239055
S31,f__I_nt_@___N_B08/s,i,nt,voiceless,0.4592916682830166
S31,p__E_nt_____N_B08/s,e,nt,voiceless,0.16060126155275684
S31,p__a_nt_6___N_B11/s,a,nt,voiceless,0.21874866915264152
S31,r__E_nd_6___N_B25/s,e,nd,voiced,0.050322183434987865
S31,r__E_nt_@___N_B12/s,e,nt,voiceless,0.6993145046687794
S31,r__I_nt_____N_B08/s,i,nt,voiceless,0.09631655663601826
S31,v__I_nt_6___N_B09/s,i,nt,voiceless,0.6100280782199607
S31,v__a_nt_@___N_B23/s,a,nt,voiceless,0.19467856643523082
S31,z__E_nd_@___N_B10/s,e,nd,voiced,0.3665974113111081
S31,z__E_nt_a___N_B20/s,e,nt,voiceless,0.20367955490959988
S31,z__O_nt_@___N_B23/s,o,nt,voiceless,0.897766288188068
S31,z__a_nt_@___N_B10/s,a,nt,voiceless,0.21164634082692887
S32,b__U_nt_@___N_B23/s,u,nt,voiceless,0.387268021781757
S32,b__a_nd_@___N_B25/s,a,nd,voiced,0.5444889143422613
S32,b__a_nt_@___N_B11/s,a,nt,voiceless,0.5433171502687502
S32,f__I_nt_@___N_B21/s,i,nt,voiceless,0.996399505944683
S32,l__I_nd_@___N_B09/s,i,nd,voiced,0.1521272392614073
S32,p__E_nt_____N_B21/s,e,nt,voiceless,0.727937115922318
S32,p__a_nd_a___N_B23/s,a,nd,voiced,0.7386580977124351
S32,p__a_nt_6___N_B24/s,a,nt,voiceless,0.653090910069039
S32,r__E_nd_6___N_B23/s,e,nd,voiced,0.7213540123023872
S32,r__E_nt_@___N_B10/s,e,nt,voiceless,0.675775398646436
S32,r__I_nt_____N_B21/s,i,nt,voiceless,0.12002860220384387
S32,r__a_nt_@___N_B24/s,a,nt,voiceless,0.6750116573820085
S32,v__I_nd_@___N_B08/s,i,nd,voiced,0.533441399158202
S32,v__I_nt_6___N_B11/s,i,nt,voiceless,0.325806835018635
S32,v__a_nt_@___N_B13/s,a,nt,voiceless,0.3937293506698461
S32,z__E_nd_@___N_B09/s,e,nd,voiced,0.354331840693492
S32,z__E_nt_a___N_B08/s,e,nt,voiceless,0.7696079264990717
S32,z__O_nd_@___N_B12/s,o,nd,voiced,0.1668621205954765
S32,z__O_nt_@___N_B13/s,o,nt,voiceless,0.28548277069527545
S32,z__a_nd_@___N_B24/s,a,nd,voiced,0.03179219392128738
S32,z__a_nt_@___N_B09/s,a,nt,voiceless,0.4116031215613721
S33,?__E_nd_@___N_B21/s,e,nd,voiced,0.16135587433916718
S33,b__U_nd_@___N_B22/s,u,nd,voiced,0.0371653579467102
S33,b__U_nt_@___N_B23/s,u,nt,voiceless,0.3437648043382391
S33,b__a_nd_@___N_B07/s,a,nd,voiced,0.022955234140374776
S33,b__a_nt_@___N_B24/s,a,nt,voiceless,0.11844723854646935
S33,f__I_nt_@___N_B22/s,i,nt,voiceless,0.28373210227818507
S33,p__E_nt_____N_B22/s,e,nt,voiceless,0.26045192107862936
S33,p__a_nd_a___N_B23/s,a,nd,voiced,0.16913072633963197
S33,p__a_nt_6___N_B10/s,a,nt,voiceless,0.29576913469429744
S33,r__E_nd_6___N_B23/s,e,nd,voiced,0.06369488107831267
S33,r__E_nt_@___N_B12/s,e,nt,voiceless,0.6314513028200472
S33,r__a_nt_@___N_B10/s,a,nt,voiceless,0.10138029584553578
S33,v__I_nt_6___N_B24/s,i,nt,voiceless,0.25324732849567755
S33,v__a_nt_@___N_B19/s,a,nt,voiceless,0.0953814085104504
S33,z__E_nt_a___N_B11/s,e,nt,voiceless,0.29707013225344875
S33,z__O_nd_@___N_B21/s,o,nd,voiced,0.2982880755871757
S33,z__O_nt_@___N_B19/s,o,nt,voiceless,0.516619678789335
S33,z__a_nt_@___N_B08/s,a,nt,voiceless,0.16268198508218124
S34,b__U_nt_@___N_B12/s,u,nt,voiceless,0.4784458457853687
S34,b__a_nd_@___N_B14/s,a,nd,voiced,0.4456071234612563
S34,b__a_nt_@___N_B13/s,a,nt,voiceless,0.5751959960056894
S34,f__I_nt_@___N_B11/s,i,nt,voiceless,0.15376776154935887
S34,l__I_nd_@___N_B21/s,i,nd,voiced,0.3603098214930802
S34,p__E_nt_____N_B11/s,e,nt,voiceless,0.40942750876564765
S34,p__a_nd_a___N_B12/s,a,nd,voiced,0.2602633381887785
S34,p__a_nt_6___N_B23/s,a,nt,voiceless,0.44911158968613796
S34,r__E_nd_6___N_B12/s,e,nd,voiced,0.2464998400612205
S34,v__I_nt_6___N_B13/s,i,nt,voiceless,0.7566632731642186
S34,v__a_nt_@___N_B26/s,a,nt,voiceless,0.8246759671550835
S34,z__E_nd_@___N_B21/s,e,nd,voiced,0.4764037313390238
S34,z__E_nt_a___N_B24/s,e,nt,voiceless,0.9054465188825076
S34,z__O_nd_@___N_B10/s,o,nd,voiced,0.5700599402069402
S34,z__O_nt_@___N_B26/s,o,nt,voiceless,0.5878236497001222
S34,z__a_nd_@___N_B23/s,a,nd,voiced,0.7271197703987252
S34,z__a_nt_@___N_B21/s,a,nt,voiceless,0.576435352900809
S35,?__E_nd_@___N_B24/s,e,nd,voiced,0.6468398942640308
S35,b__U_nd_@___N_B23/s,u,nd,voiced,0.20614816212559797
S35,b__U_nt_@___N_B22/s,u,nt,voiceless,0.27995377775026653
S35,b__a_nd_@___N_B20/s,a,nd,voiced,0.20731012607476315
S35,b__a_nt_@___N_B21/s,a,nt,voiceless,0.3864769435395544
S35,f__I_nt_@___N_B23/s,i,nt,voiceless,0.4330229196994824
S35,l__I_nd_@___N_B13/s,i,nd,voiced,0.4060933489725671
S35,p__E_nt_____N_B23/s,e,nt,voiceless,0.18434371802704044
S35,p__a_nd_a___N_B22/s,a,nd,voiced,0.15455999879743745
S35,p__a_nt_6___N_B11/s,a,nt,voiceless,0.2359211644040617
S35,r__E_nd_6___N_B29/s,e,nd,voiced,0.8823635647814625
S35,r__E_nt_@___N_B09/s,e,nt,voiceless,0.4748887174465805
S35,r__I_nt_____N_B23/s,i,nt,voiceless,0.4542067594261685
S35,r__a_nt_@___N_B11/s,a,nt,voiceless,0.5239938791915633
S35,v__I_nt_6___N_B21/s,i,nt,voiceless,0.9453136288423833
S35,v__a_nt_@___N_B08/s,a,nt,voiceless,0.2997605176730329
S35,z__E_nd_@___N_B13/s,e,nd,voiced,0.41052940331161497
S35,z__E_nt_a___N_B10/s,e,nt,voiceless,0.7160302806604333
S35,z__O_nd_@___N_B24/s,o,nd,voiced,0.18364899627100242
S35,z__O_nt_@___N_B08/s,o,nt,voiceless,0.3636440232997144
S35,z__a_nd_@___N_B11/s,a,nd,voiced,0.22869479344639654
S35,z__a_nt_@___N_B13/s,a,nt,voiceless,0.29878166302533893
S36,b__U_nd_@___N_B07/s,u,nd,voiced,0.4820340065903845
S36,b__U_nt_@___N_B25/s,u,nt,voiceless,0.45663747076438643
S36,b__a_nd_@___N_B24/s,a,nd,voiced,0.5604424255618999
S36,f__I_nd_@___N_B10/s,i,nd,voiced,0.15744779602986103
S36,f__I_nt_@___N_B07/s,i,nt,voiceless,0.5359866195329295
S36,l__I_nd_@___N_B09/s,i,nd,voiced,0.2882148560632736
S36,p__E_nt_____N_B07/s,e,nt,voiceless,0.2996185016037385
S36,p__a_nd_a___N_B25/s,a,nd,voiced,0.20350202342393173
S36,p__a_nt_6___N_B10/s,a,nt,voiceless,0.4468206310109081
S36,r__E_nd_6___N_B25/s,e,nd,voiced,0.21873154445742157
S36,r__I_nt_____N_B07/s,i,nt,voiceless,0.6944405950078021
S36,r__a_nt_@___N_B10/s,a,nt,voiceless,0.6399328868549399
S36,v__I_nd_@___N_B20/s,i,nd,voiced,0.1615218280728712
S36,v__I_nt_6___N_B08/s,i,nt,voiceless,0.8085891795358745
S36,v__a_nt_@___N_B23/s,a,nt,voiceless,0.8598384486738997
S36,z__E_nd_@___N_B09/s,e,nd,voiced,0.18104785441284849
S36,z__E_nt_a___N_B20/s,e,nt,voiceless,0.6013558540929598
S36,z__O_nd_@___N_B22/s,o,nd,voiced,0.44765437569302774
S36,z__O_nt_@___N_B23/s,o,nt,voiceless,0.4723614103855603
S36,z__a_nd_@___N_B10/s,a,nd,voiced,0.494025370989687
S36,z__a_nt_@___N_B09/s,a,nt,voiceless,0.7255935433530653
S37,b__U_nt_@___N_B22/s,u,nt,voiceless,0.04271018151778414
S37,b__a_nd_@___N_B24/s,a,nd,voiced,0.03012543772644715
S37,b__a_nt_@___N_B10/s,a,nt,voiceless,0.2953592915707219
S37,f__I_nd_@___N_B23/s,i,nd,voiced,0.394563127591762
S37,f__I_nt_@___N_B20/s,i,nt,voiceless,0.5737088769518063
S37,p__E_nt_____N_B20/s,e,nt,voiceless,0.21888335899327582
S37,p__a_nd_a___N_B22/s,a,nd,voiced,0.1221349216512691
S37,p__a_nt_6___N_B23/s,a,nt,voiceless,0.23390949856892645
S37,r__E_nd_6___N_B22/s,e,nd,voiced,0.25489387329490965
S37,r__E_nt_@___N_B09/s,e,nt,voiceless,0.3183324153440781
S37,r__I_nt_____N_B20/s,i,nt,voiceless,0.8319566037448789
S37,r__a_nt_@___N_B23/s,a,nt,voiceless,0.6342518164340583
S37,v__I_nd_@___N_B07/s,i,nd,voiced,0.14829775057489603
S37,v__I_nt_6___N_B10/s,i,nt,voiceless,0.509225516043235
S37,v__a_nt_@___N_B12/s,a,nt,voiceless,0.39685223291580546
S37,z__E_nd_@___N_B08/s,e,nd,voiced,0.4313784659612944
S37,z__E_nt_a___N_B07/s,e,nt,voiceless,0.42260952425302895
S37,z__O_nd_@___N_B11/s,o,nd,voiced,0.6241070479995111
S37,z__O_nt_@___N_B12/s,o,nt,voiceless,0.5925480928830781
S37,z__a_nd_@___N_B23/s,a,nd,voiced,0.4778336326208246
S37,z__a_nt_@___N_B08/s,a,nt,voiceless,0.44334144977825024
S38,?__E_nd_@___N_B21/s,e,nd,voiced,0.6531055949538574
S38,b__U_nt_@___N_B23/s,u,nt,voiceless,0.3221380300142785
S38,b__a_nd_@___N_B07/s,a,nd,voiced,0.21622164826333853
S38,b__a_nt_@___N_B24/s,a,nt,voiceless,0.455285624666903
S38,f__I_nt_@___N_B22/s,i,nt,voiceless,0.1286800502432686
S38,p__E_nt_____N_B22/s,e,nt,voiceless,0.2566783629457687
S38,p__a_nd_a___N_B23/s,a,nd,voiced,0.21729095965022618
S38,p__a_nt_6___N_B10/s,a,nt,voiceless,0.4071667659988018
S38,r__E_nt_@___N_B12/s,e,nt,voiceless,0.5118471290619951
S38,r__I_nt_____N_B22/s,i,nt,voiceless,0.18696460226314898
S38,v__I_nt_6___N_B24/s,i,nt,voiceless,0.6481917283088483
S38,v__a_nt_@___N_B19/s,a,nt,voiceless,0.49158341324206256
S38,z__E_nd_@___N_B08/s,e,nd,voiced,0.20045470565282816
S38,z__E_nt_a___N_B11/s,e,nt,voiceless,0.6878721027663057
S38,z__O_nd_@___N_B21/s,o,nd,voiced,0.019965374033798913
S38,z__O_nt_@___N_B19/s,o,nt,voiceless,0.6540273539415757
S38,z__a_nt_@___N_B08/s,a,nt,voiceless,0.4285078676291632
